title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Asian food you will enjoy,"I have been to this restaurant many times and always had a good experience. China, Japan type food which has many various choices. IT is good food and good prices,",June 2019,Tokyo Mandarin,https://www.tripadvisor.com/Restaurant_Review-g46462-d459373-Reviews-Tokyo_Mandarin-Glassboro_New_Jersey.html,"Glassboro, New Jersey",restaurants,5.0,4.5
Back in time Diner.,"If you like that old time diner atmosphere with good food and even better prices, you may need to wait a bit but Angelo's is the place. Eat at the counter or the small booths and enjoy your breakfast, lunch or dinner. Just cash like old school but you will smile when you see your check.",June 2019,Angelo's Glassboro Diner,https://www.tripadvisor.com/Restaurant_Review-g46462-d4660680-Reviews-Angelo_s_Glassboro_Diner-Glassboro_New_Jersey.html,"Glassboro, New Jersey",restaurants,5.0,4.5
FEAST on the Delaware,If you like eating outside looking over the Delaware River and the Riverwinds golf course nearby you will enjoy this pleasant restaurant. The drinks & food are good. It is managed well and you can sit inside looking over the lively river.,August 2019,Riverwinds Restaurant,https://www.tripadvisor.com/Restaurant_Review-g7610114-d2313496-Reviews-Riverwinds_Restaurant-West_Deptford_New_Jersey.html,"West Deptford, New Jersey",restaurants,5.0,4.0
Sports bar in the college,"Chickie's & Pete's is the same or not better than the ones in Philadelphia. If you like a sports atmosphere, college kids, and bar food, this is for you.",August 2019,Chickie's & Pete's,https://www.tripadvisor.com/Restaurant_Review-g46462-d12120146-Reviews-Chickie_s_Pete_s-Glassboro_New_Jersey.html,"Glassboro, New Jersey",restaurants,5.0,3.5
Bar food at its best,I gave the Landmark an excellent rating with the understanding it is essentially a bar restaurant that is clean and well managed. It is a large center bar but plenty of tables even for families in separate rooms.,June 2019,Landmark Americana Tap & Grill,https://www.tripadvisor.com/Restaurant_Review-g46462-d907581-Reviews-Landmark_Americana_Tap_Grill-Glassboro_New_Jersey.html,"Glassboro, New Jersey",restaurants,5.0,3.5
The Basilica of old & modern art.,"This structure is unique like no other in all of history. It started construction in 1883 and it is still not completed. It is an extraordinary interpretation of Gothic architecture. The tour lines move in an organized manner, so do not let the crowds bother you. If you are in Barcelona, this is a must see.",July 2019,Basilica of the Sagrada Familia,https://www.tripadvisor.com/Attraction_Review-g187497-d190166-Reviews-Basilica_of_the_Sagrada_Familia-Barcelona_Catalonia.html,"Barcelona, Spain",attractions,5.0,4.5
PHILADELPHIA TO EUROPE,I was so thankful we paid extra for the PREMIUM ECONOMY SEATS. Plenty of room and the FOOD was very GOOD. The flight ATTENDANTS were really pleasant. AMERICAN AIRLINES is among the better AIRLINES.,July 2019,American Airlines,https://www.tripadvisor.com/Airline_Review-d8729020-Reviews-American-Airlines,World,flights,5.0,3.0
Atlantic Ave Fine restaurant.,We have eaten here many times and the food is very good. I do not believe you can get any better food for this price in Delray Beach.,January 2019,Ocean One Bar And Grille,https://www.tripadvisor.com/Restaurant_Review-g34179-d12249410-Reviews-Ocean_One_Bar_And_Grille-Delray_Beach_Florida.html,"Delray Beach, Florida",restaurants,5.0,4.0
Relax by the water.,"We have been to deck 84 many times. Anyone who visits us in Delray Beach we take to this restaurant and everyone enjoys themselves. Good food, good music and just a great view of the boats coming and going. The service is always top shelve.",January 2019,Deck 84,https://www.tripadvisor.com/Restaurant_Review-g34179-d1913686-Reviews-Deck_84-Delray_Beach_Florida.html,"Delray Beach, Florida",restaurants,5.0,4.0
One of the best in Delray Beach.,"It looks like a bar/restaurant in New York city and if your looking for fine dinning and great food, this is the place. Very good seafood menu and worth the trip.",January 2019,J&J Seafood Bar and Grill,https://www.tripadvisor.com/Restaurant_Review-g34179-d2659245-Reviews-J_J_Seafood_Bar_and_Grill-Delray_Beach_Florida.html,"Delray Beach, Florida",restaurants,5.0,4.5
Prado Museum,This museum is outstanding in every respect. Some of the best painters ever has their work of art displayed at the Prado Museum. It is a must see,July 2019,Go Madrid Explorer Pass including Prado Museum and Real Madrid Tour,https://www.tripadvisor.com/AttractionProductReview-g187514-d17330865-Go_Madrid_Explorer_Pass_including_Prado_Museum_and_Real_Madrid_Tour-Madrid.html,"Madrid, Spain",activities,5.0,2.5
Spain to New Jersey,This church is different than any Church or Basilica you will ever see. Fantastic work of art. It is a must see when in Barcelona.,July 2019,Basilica of the Sagrada Familia Admission Ticket,https://www.tripadvisor.com/AttractionProductReview-g187497-d14120849-Basilica_of_the_Sagrada_Familia_Admission_Ticket-Barcelona_Catalonia.html,"Barcelona, Spain",activities,5.0,4.5
Spain to New Jersey,Excellent hotel. Service was very good. The entire Hotel is clean. Security is very good also. The location of the hotel is convenient in seeing the whole city.The price is fair for all you are offered.,July 2019,HCC St. Moritz,https://www.tripadvisor.com/Hotel_Review-g187497-d258869-Reviews-HCC_St_Moritz-Barcelona_Catalonia.html,"Barcelona, Spain",hotels,5.0,4.0
