title,text,date,place,placeURL,placeLocation,placeType,reviewScore,avgScore
Fresh and spicy,Had a lovely spicy fried chicken meal here with the kids. Service was friendly. I would highly recommend this place.,July 2019,Popeyes Louisiana Kitchen,https://www.tripadvisor.com/Restaurant_Review-g154984-d3747460-Reviews-Popeyes_Louisiana_Kitchen-Burlington_Ontario.html,"Burlington, Canada",restaurants,4.0,3.5
Dessert Heaven,I came here with my wife and kids and the desserts were huge and amazing. Highly recommended to satisfy that sweet tooth.,July 2019,Demetres Burlington,https://www.tripadvisor.com/Restaurant_Review-g154984-d3577878-Reviews-Demetres_Burlington-Burlington_Ontario.html,"Burlington, Canada",restaurants,5.0,4.0
Great to eat here again after all these years!,We used to frequent this restaurant 11 years ago and returned. Food still tastes amazing and was very reasonable. Check out the chicken jhaalfrezi and bhoona gosht.,July 2019,The Bombay Grill,https://www.tripadvisor.com/Restaurant_Review-g154984-d709703-Reviews-The_Bombay_Grill-Burlington_Ontario.html,"Burlington, Canada",restaurants,5.0,4.0
Tasty Lebanese,Had take out from Paramount Foods and enjoyed the quality of their foods. Definitely would recommend this place.,July 2019,Paramount Fine Foods,https://www.tripadvisor.com/Restaurant_Review-g154996-d1868585-Reviews-Paramount_Fine_Foods-Mississauga_Ontario.html,"Mississauga, Canada",restaurants,4.0,4.0
Amazing,Perhaps one of the best Lebanese meals I've had in North America. Food was absolutely amazing and large portion sizes. Service can be slow since the restaurant was very busy.,August 2019,Beirut Restaurant,https://www.tripadvisor.com/Restaurant_Review-g42653-d736069-Reviews-Beirut_Restaurant-Romulus_Michigan.html,"Romulus, Michigan",restaurants,5.0,4.5
Horrendous,"Check in was horrible - the staff looked disinterested and was focused on something else. The rooms looked absolutely dated, door looked damaged (as if someone tried to break it) and the bathroom was horrible. Luckily I was here for one night and couldn't wait to leave. Only benefit is that they are located very close to the rental car return.",August 2019,Quality Inn & Suites Detroit Metro Airport,https://www.tripadvisor.com/Hotel_Review-g42653-d94556-Reviews-Quality_Inn_Suites_Detroit_Metro_Airport-Romulus_Michigan.html,"Romulus, Michigan",hotels,2.0,3.5
Superb,I was impressed with this restaurant. Food was tasty and super reasonable. Highly recommend this place.,August 2019,Pita Way,https://www.tripadvisor.com/Restaurant_Review-g42081-d4518556-Reviews-Pita_Way-Clarkston_Michigan.html,"Clarkston, Michigan",restaurants,5.0,4.5
Good rooms,"A very basic Best Western motel. Rooms are large and beds are comfortable. However, all in all it is an average place. Check in experience was ok and check out was easy and quick. I did not try their complementary breakfast.",August 2019,Best Western Of Hartland,https://www.tripadvisor.com/Hotel_Review-g42291-d90056-Reviews-Best_Western_Of_Hartland-Hartland_Michigan.html,"Hartland, Michigan",hotels,3.0,4.5
Decent experience,Flight was decent and seats were comfortable. Coffee and snacks were good as well. Overall pleasant experience.,July 2019,WestJet,https://www.tripadvisor.com/Airline_Review-d8729186-Reviews-WestJet,World,flights,3.0,4.0
Good service and entertaintment system,I was impressed with the in flight entertainment system and the coffee / snacks. Seats were very comfortable as well.,August 2019,Delta Air Lines,https://www.tripadvisor.com/Airline_Review-d8729060-Reviews-Delta-Air-Lines,World,flights,4.0,4.0
Too crowded,Visited the Times Square again after several months. It is way too crowded but is worth checking out.,July 2019,Times Square,https://www.tripadvisor.com/Attraction_Review-g60763-d110145-Reviews-Times_Square-New_York_City_New_York.html,"New York City, New York",attractions,4.0,4.5
Amazing place,This is a must-see attraction. Plan on spending at least 3 hours. Your kids will enjoy the museum exhibits.,July 2019,American Museum of Natural History,https://www.tripadvisor.com/Attraction_Review-g60763-d210108-Reviews-American_Museum_of_Natural_History-New_York_City_New_York.html,"New York City, New York",attractions,5.0,4.5
Great experience,You can walk up to the top to get some great views of the Hudson yards. It is a great experience and there is an elevator for people who do not want to walk up the stairs.,July 2019,The Vessel,https://www.tripadvisor.com/Attraction_Review-g60763-d16875019-Reviews-The_Vessel-New_York_City_New_York.html,"New York City, New York",attractions,5.0,4.5
New mall but expensive,This is a new mall but fairly expensive. It is located near the vessel which is a great tourist attraction.,July 2019,The Shops & Restaurants at Hudson Yards,https://www.tripadvisor.com/Attraction_Review-g60763-d17599424-Reviews-The_Shops_Restaurants_at_Hudson_Yards-New_York_City_New_York.html,"New York City, New York",attractions,4.0,4.0
Great coffee - not so clean bathrooms,"Came here for coffee and, as expected, coffee was great. Only complaint is that bathrooms are not the cleanest and require more attention.",July 2019,Starbucks,https://www.tripadvisor.com/Restaurant_Review-g60763-d5051120-Reviews-Starbucks-New_York_City_New_York.html,"New York City, New York",restaurants,4.0,4.0
Excellent,Had a lovely dinner here. Food is absolutely authentic and portion sizes are large and generous. Also a very kid friendly venue.,July 2019,Patzeria Family & Friends,https://www.tripadvisor.com/Restaurant_Review-g60763-d2165918-Reviews-Patzeria_Family_Friends-New_York_City_New_York.html,"New York City, New York",restaurants,5.0,4.5
Good food but small portion sizes,"I came here with my family for lunch. Food was very good and service was friendly. However, you will need to wait for the food and portion sizes are small.",July 2019,Queensyard,https://www.tripadvisor.com/Restaurant_Review-g60763-d17496210-Reviews-Queensyard-New_York_City_New_York.html,"New York City, New York",restaurants,4.0,4.0
Superb,Came here for lunch with the family. Staff were super friendly and food tasted amazing. Overall excellent experience.,July 2019,Thai72,https://www.tripadvisor.com/Restaurant_Review-g60763-d13325717-Reviews-Thai72-New_York_City_New_York.html,"New York City, New York",restaurants,5.0,4.5
Decent food,This review is for Turco Mediterranean which is meant to be more Turkish influenced. Food was decent but service was slow and the restaurant was filled with flies. Overall an ok experience.,July 2019,Turco,https://www.tripadvisor.com/Restaurant_Review-g60763-d4271577-Reviews-Turco-New_York_City_New_York.html,"New York City, New York",restaurants,3.0,4.0
Great location - average room size,"I stayed here for 3 nights with my family (2 adults and 2 kids less than 10 years old). Service is excellent and staff are super friendly. However, room sizes are really small and elevator waiting times can be horrendous (2 elevators serving 36 floors). Only benefit of the hotel is the location which is walking distance from Times Square.",July 2019,Holiday Inn New York City - Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d7737096-Reviews-Holiday_Inn_New_York_City_Times_Square-New_York_City_New_York.html,"New York City, New York",hotels,3.0,4.0
Kuwait to London Heathrow (roundtrip),The flight from DOH to LHR was an A380 and the return was a 777. I personally prefer the 777 since the Qsuites offer privacy. The lounge in Heathrow was amazing. Qatar Airways has a fine dining section all with ala carte service. Amazing.,May 2019,Qatar Airways,https://www.tripadvisor.com/Airline_Review-d8729134-Reviews-Qatar-Airways,World,flights,5.0,4.0
Good to be back...,"This is my 3rd time staying at this property and find it to have an excellent location with good quality fixtures and friendly service. It is a boutique property so don't expect any complimentary upgrades. Having said that, I would still return here.",May 2019,No Ten Manchester Street,https://www.tripadvisor.com/Hotel_Review-g186338-d1166367-Reviews-No_Ten_Manchester_Street-London_England.html,"London, United Kingdom",hotels,5.0,4.5
Amazing,Had steak here and thoroughly enjoyed my dinner. Would highly recommend coming here for dinner whether you are on your own or with friends.,May 2019,Sofra,https://www.tripadvisor.com/Restaurant_Review-g186338-d940329-Reviews-Sofra-London_England.html,"London, United Kingdom",restaurants,5.0,4.0
Delicious,Good lunch here which was fresh and service was quick. Highly recommend this place for a quick bite.,May 2019,Bonne Bouche Paddington,https://www.tripadvisor.com/Restaurant_Review-g186338-d2648873-Reviews-Bonne_Bouche_Paddington-London_England.html,"London, United Kingdom",restaurants,4.0,4.0
Great Kebabs,Came here for dinner with friends and was impressed with the quality of kebabs. Food was fresh and delicious.,May 2019,Iran Restaurant,https://www.tripadvisor.com/Restaurant_Review-g186338-d5243147-Reviews-Iran_Restaurant-London_England.html,"London, United Kingdom",restaurants,5.0,4.5
Fresh Sashimi Salad,Enjoyed lunch here a couple of times. The salmon and tuna sashimi mixed with greens and their house sauce was delicious.,May 2019,Hippy Fish,https://www.tripadvisor.com/Restaurant_Review-g186338-d15704965-Reviews-Hippy_Fish-London_England.html,"London, United Kingdom",restaurants,4.0,4.5
Great leg room disappointed with food,The leg room and service are the top points about the Qatar Airways service to Phuket. Disappointed when seats were reallocated due to aircraft switch. The seats themselves are hard which wasn't comfortable for sleeping. Food was disappointing. Small portion sizes and not as filling.,April 2019,Qatar Airways,https://www.tripadvisor.com/Airline_Review-d8729134-Reviews-Qatar-Airways,World,flights,4.0,4.0
Good food bad planes,The food was very good however aircraft are old and I was disappointed when I was dropped to the old terminal in Riyadh.,April 2019,Saudia Airlines,https://www.tripadvisor.com/Airline_Review-d8729144-Reviews-Saudia-Airlines,World,flights,3.0,3.5
Great hotel and service,The hotel rooms and service is excellent. The only issue I have is that there isn't much to do nearby. I was upgraded to the club floor which gave me access to the club lounge which had amazing food and soft drinks.,April 2019,Crowne Plaza Riyadh RDC Hotel & Convention Center,https://www.tripadvisor.com/Hotel_Review-g293995-d7789088-Reviews-Crowne_Plaza_Riyadh_RDC_Hotel_Convention_Center-Riyadh_Riyadh_Province.html,"Riyadh, Saudi Arabia",hotels,4.0,4.5
Fantastic,Whenever you want a change from Thai food you should check out the middle eastern cuisine. Well cooked and and tasty selection.,April 2019,Cairo Restaurant,https://www.tripadvisor.com/Restaurant_Review-g297930-d3783089-Reviews-Cairo_Restaurant-Patong_Kathu_Phuket.html,"Phuket, Thailand",restaurants,5.0,3.5
Great food and service,The food and service here is excellent. They also have halal food options. Must try the Thai food as well as the international cuisine. I had the salad bar selection with steak as well which was great.,April 2019,Urban Patong,https://www.tripadvisor.com/Hotel_Review-g297930-d1757759-Reviews-Urban_Patong-Patong_Kathu_Phuket.html,"Phuket, Thailand",hotels,4.0,3.5
Loved the Tom Yum,First stop for us when we reached Patong. The Tom Yum soup here is absolutely a must try. Great menu selection as well.,April 2019,The Orchid Garden,https://www.tripadvisor.com/Restaurant_Review-g297930-d1761075-Reviews-The_Orchid_Garden-Patong_Kathu_Phuket.html,"Phuket, Thailand",restaurants,4.0,4.0
Great food,Food here was amazing and super cheap. Simple place but always good to come and eat here. Must check it out.,April 2019,San Sabai Thai Seafood And BBQ,https://www.tripadvisor.com/Restaurant_Review-g297930-d13196203-Reviews-San_Sabai_Thai_Seafood_And_BBQ-Patong_Kathu_Phuket.html,"Phuket, Thailand",restaurants,5.0,4.0
Well maintained,This mall has been well maintained after all these years. New restaurants and things to do. Definitely need to check it out.,April 2019,Jungceylon,https://www.tripadvisor.com/Attraction_Review-g297930-d3387563-Reviews-Jungceylon-Patong_Kathu_Phuket.html,"Phuket, Thailand",attractions,5.0,4.0
Happening place,If you want to be in the midst of all the action and activities then you should check out Patong. We once did the mistake of saying outside of Patong and were bored.,April 2019,Patong Beach,https://www.tripadvisor.com/Attraction_Review-g297930-d2454044-Reviews-Patong_Beach-Patong_Kathu_Phuket.html,"Phuket, Thailand",attractions,4.0,3.5
Love this place...,We always stay at this hotel whenever we visit. Great service and lovely atmosphere. I'm happy to report that the Busakorn Wing is finally getting a much awaited renovation which is scheduled from August 2019 for approx 3 months. Definitely check out the new rooms they will be amazing and modernized.,April 2019,Holiday Inn Resort Phuket,https://www.tripadvisor.com/Hotel_Review-g297930-d315556-Reviews-Holiday_Inn_Resort_Phuket-Patong_Kathu_Phuket.html,"Phuket, Thailand",hotels,5.0,4.5
Huge temple,Came here with the family as part of a day trip. Huge temple complex with lots to see. Worth checking out.,April 2019,Chaithararam Temple (Wat Chalong),https://www.tripadvisor.com/Attraction_Review-g1389361-d553516-Reviews-Chaithararam_Temple_Wat_Chalong-Chalong_Phuket_Town_Phuket.html,"Phuket, Thailand",attractions,4.0,4.5
Great food,Back here after a year and still enjoyed the food. Great atmosphere and simple setup but the food will definitely please you.,April 2019,Palai Seafood,https://www.tripadvisor.com/Restaurant_Review-g1389361-d2433458-Reviews-Palai_Seafood-Chalong_Phuket_Town_Phuket.html,"Phuket, Thailand",restaurants,4.0,3.5
Business Class: Doha - JFK - DFW - Doha,"Qatar Airways business is by far the best! I recently switched from Emirates due to their poor quality of service. Qatar exceeded all my expectations. Staff were super attentive, they wouldn't stop checking in on you.

Food was amazing and you could eat whenever you wanted to. I love their pajamas and vanity kit and the Qsuite experience was just superb.",March 2019,Qatar Airways,https://www.tripadvisor.com/Airline_Review-d8729134-Reviews-Qatar-Airways,World,flights,5.0,4.0
Pleasantly Surprised,I was really pleasantly surprised. The aircraft had a 2 by 2 configuration. Seats were not the best but I was pleased with the quality of service. The flight attendant took good care of us and provided drinks when requested. I would definitely fly them again.,March 2019,American Airlines,https://www.tripadvisor.com/Airline_Review-d8729020-Reviews-American-Airlines,World,flights,4.0,3.0
Might as well ride a bus,"To start my originally booked flight was cancelled. Then I got bumped up to a later flight. Boarding was horrendous. The ground staff treated us like cattle waiting to enter when our zone was called. Sitting in the air craft, the seats were cramped up with barely any leg room. Not a very pleasant experience and wouldn't recommend flying with them.",March 2019,Air Canada,https://www.tripadvisor.com/Airline_Review-d8728998-Reviews-Air-Canada,World,flights,1.0,3.0
