username,placeLocation,latitude,longitude,code
339josephm,"Westford, Massachusetts",42.5792583,-71.4378411,US
339josephm,"Troy, New York",40.7402557,-74.0055355,US
339josephm,"Troy, New York",40.7402557,-74.0055355,US
339josephm,"Northampton, Massachusetts",42.3178989,-72.6311006,US
339josephm,"Amherst, Massachusetts",42.3685658,-72.505714,US
339josephm,"Northampton, Massachusetts",42.3178989,-72.6311006,US
339josephm,"Forestdale, Massachusetts",41.6917744,-70.4994721,US
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US
339josephm,"Chicopee, Massachusetts",42.1487691,-72.6071119,US
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Killarney, Ireland",52.0595746,-9.505322,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,World,25.2528888,55.17696777178696,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE
presentfinder,"Vouliagmeni, Greece",37.8139557,23.7821394,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE
presentfinder,World,25.2528888,55.17696777178696,DE
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Paris, France",48.8566969,2.3514616,DE
presentfinder,"Paris, France",48.8566969,2.3514616,DE
presentfinder,"Paris, France",48.8566969,2.3514616,DE
presentfinder,"Paris, France",48.8566969,2.3514616,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE
presentfinder,"Reykjavik, Iceland",64.145981,-21.9422367,DE
presentfinder,World,25.2528888,55.17696777178696,DE
presentfinder,"Selfoss, Iceland",63.9368093,-21.0035319,DE
presentfinder,"Selfoss, Iceland",63.9368093,-21.0035319,DE
Jelena2304,"Athens, Greece",37.9839412,23.7283052,
Jelena2304,"Vravrona, Greece",37.936948,24.01302225768731,
Jelena2304,"Calella, Spain",41.6132925,2.6576102,
Q3600ATjans,"Ponce Inlet, Florida",29.0963729,-80.9369983,
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US
jdb01,"Breckenridge, Colorado",39.4829124,-106.0465486,US
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US
jdb01,"Alexandria, Virginia",38.8051095,-77.0470229,US
jdb01,"New York City, New York",40.7127281,-74.0060152,US
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US
jdb01,"Athens, Greece",37.9839412,23.7283052,US
jdb01,"Athens, Greece",37.9839412,23.7283052,US
jdb01,"Athens, Greece",37.9839412,23.7283052,US
jdb01,"Cancun, Mexico",21.1617854,-86.8510468,US
jdb01,"Cancun, Mexico",21.1617854,-86.8510468,US
jdb01,"Virginia Beach, Virginia",36.8529841,-75.9774183,US
jdb01,"Bossier City, Louisiana",32.5369356,-93.6952689,US
jdb01,"Bossier City, Louisiana",32.5369356,-93.6952689,US
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US
jdb01,"Maui, Hawaii",20.8029568,-156.31068331602177,US
jdb01,"Maui, Hawaii",20.8029568,-156.31068331602177,US
jdb01,"Maui, Hawaii",20.8029568,-156.31068331602177,US
jdb01,"Orlando, Florida",28.5421109,-81.3790304,US
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US
jdb01,"Oahu, Hawaii",21.48349555,-158.03640389298,US
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US
jdb01,"Oahu, Hawaii",21.48349555,-158.03640389298,US
jdb01,"Pensacola, Florida",30.421309,-87.2169149,US
jdb01,"Spanish Fort, Alabama",30.682923,-87.8502062833901,US
jdb01,"Theodore, Alabama",30.547295,-88.18020367595204,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,"Key West, Florida",24.5625566,-81.7724368,US
jdb01,St. Thomas,49.4972,3.82019,US
jdb01,St. Thomas,49.4972,3.82019,US
jdb01,St. Thomas,49.4972,3.82019,US
jdb01,St. Thomas,49.4972,3.82019,US
jdb01,St. Thomas,49.4972,3.82019,US
jdb01,"Weston, Florida",26.1003392,-80.399513,US
jdb01,"Key Largo, Florida",25.091338,-80.46777414781022,US
jdb01,"Key Largo, Florida",25.091338,-80.46777414781022,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US
jdb01,"Asheville, North Carolina",35.6009498,-82.5540161,US
jdb01,"Asheville, North Carolina",35.6009498,-82.5540161,US
brandreth16,World,25.2528888,55.17696777178696,GB
Travelogo,"Borrowdale, United Kingdom",54.52747,-3.1550718,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Penrith, United Kingdom",54.6639133,-2.7522047,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Lake District, United Kingdom",51.75054435,-0.3498263151345289,GB
Travelogo,World,25.2528888,55.17696777178696,GB
Travelogo,"Dubai, United Arab Emirates",25.07428235,55.18853865430702,GB
Travelogo,"Dubai, United Arab Emirates",25.07428235,55.18853865430702,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Foz do Iguacu, PR",-25.5401479,-54.5858139,GB
Travelogo,"Iguazu National Park, Argentina",-25.648316,-54.28595601670041,GB
Travelogo,"Manaus, AM",25.2048492,55.16389272585206,GB
Travelogo,"Manaus, AM",25.2048492,55.16389272585206,GB
Travelogo,"Manaus, AM",25.2048492,55.16389272585206,GB
Travelogo,"Foz do Iguacu, PR",-25.5401479,-54.5858139,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Rio de Janeiro, RJ",-22.9110137,-43.2093727,GB
Travelogo,"Foz do Iguacu, PR",-25.5401479,-54.5858139,GB
Travelogo,"Autazes, AM",-3.5833283,-59.1301518,GB
Travelogo,"Nairobi, Kenya",-1.30316895,36.82606122410508,GB
Travelogo,"Zanzibar Island, Tanzania",-6.09994425,39.32094431715264,GB
Travelogo,"Zanzibar Island, Tanzania",-6.09994425,39.32094431715264,GB
Travelogo,"Crete, Greece",35.3084749,24.463320724202934,GB
Travelogo,"Athens, Greece",37.9839412,23.7283052,GB
Travelogo,"Athens, Greece",37.9839412,23.7283052,GB
Travelogo,"Athens, Greece",37.9839412,23.7283052,GB
Travelogo,"Crete, Greece",35.3084749,24.463320724202934,GB
Travelogo,World,25.2528888,55.17696777178696,GB
Travelogo,"Crete, Greece",35.3084749,24.463320724202934,GB
Travelogo,"Santorini, Greece",36.4071112,25.456663652707157,GB
Travelogo,"Santorini, Greece",36.4071112,25.456663652707157,GB
Travelogo,"Athens, Greece",37.9839412,23.7283052,GB
Travelogo,"Matterdale End, United Kingdom",54.6027819,-2.9378257,GB
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB
Travelogo,"Buttermere, United Kingdom",54.5409307,-3.2762422,GB
Travelogo,"Coniston, United Kingdom",54.3686401,-3.0751135,GB
Travelogo,"Bowness-on-Windermere, United Kingdom",54.3647264,-2.9195522,GB
Travelogo,"Krakow, Poland",50.0619474,19.9368564,GB
Travelogo,"Krakow, Poland",50.0619474,19.9368564,GB
Travelogo,"Krakow, Poland",50.0619474,19.9368564,GB
Travelogo,"Chiang Rai, Thailand",19.7589517,99.6734592,GB
Travelogo,"Chiang Rai, Thailand",19.7589517,99.6734592,GB
Travelogo,"Chiang Rai, Thailand",19.7589517,99.6734592,GB
Travelogo,"Bangkok, Thailand",13.7544238,100.4930399,GB
Travelogo,"Bangkok, Thailand",13.7544238,100.4930399,GB
Travelogo,"Bangkok, Thailand",13.7544238,100.4930399,GB
Travelogo,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,GB
Travelogo,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,GB
perakash,"Port Elizabeth, South Africa",-33.9617051,25.6207519,US
perakash,"Addis Ababa, Ethiopia",9.0107934,38.7612525,US
perakash,"Addis Ababa, Ethiopia",9.0107934,38.7612525,US
perakash,World,25.2528888,55.17696777178696,US
perakash,World,25.2528888,55.17696777178696,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Simon's Town, South Africa",-34.193181,18.433266,US
perakash,"Constantia, South Africa",-34.0283333,18.4155556,US
perakash,"Sandton, South Africa",-26.0682406,28.0479844,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Kempton Park, South Africa",-26.0964372,28.2336325,US
perakash,"Kempton Park, South Africa",-26.0964372,28.2336325,US
perakash,"Victoria Falls, Zimbabwe",-17.9229035,25.8490239,US
perakash,"Victoria Falls, Zimbabwe",-17.9229035,25.8490239,US
perakash,"Victoria Falls, Zimbabwe",-17.9229035,25.8490239,US
perakash,"Victoria Falls, Zimbabwe",-17.9229035,25.8490239,US
perakash,"Underberg, South Africa",-29.791959,29.494148,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Cape Town, South Africa",-33.928992,18.417396,US
perakash,"Addis Ababa, Ethiopia",9.0107934,38.7612525,US
perakash,"Lalibela, Ethiopia",12.035561,39.046203,US
perakash,"Cape Town Central, South Africa",-33.928992,18.417396,US
perakash,"Victoria Falls, Zimbabwe",-17.9229035,25.8490239,US
perakash,"Lalibela, Ethiopia",12.035561,39.046203,US
perakash,"Underberg, South Africa",-29.791959,29.494148,US
perakash,"Addis Ababa, Ethiopia",9.0107934,38.7612525,US
perakash,World,25.2528888,55.17696777178696,US
perakash,"Newark, Delaware",39.6852191,-75.7508289,US
perakash,"Fairfield, New Jersey",40.2050878,-74.2135004,US
perakash,"Bethesda, Maryland",38.9819845,-77.12423413116392,US
perakash,"Bethesda, Maryland",38.9819845,-77.12423413116392,US
perakash,"Bethesda, Maryland",38.9819845,-77.12423413116392,US
perakash,"Sofia, Bulgaria",42.6978634,23.3221789,US
perakash,"Skopje, Republic of North Macedonia",41.9960924,21.4316495,US
perakash,"Skopje, Republic of North Macedonia",41.9960924,21.4316495,US
perakash,"Athens, Greece",37.9839412,23.7283052,US
perakash,"Athens, Greece",37.9839412,23.7283052,US
perakash,World,25.2528888,55.17696777178696,US
perakash,World,25.2528888,55.17696777178696,US
perakash,World,25.2528888,55.17696777178696,US
perakash,World,25.2528888,55.17696777178696,US
perakash,World,25.2528888,55.17696777178696,US
perakash,"Thessaloniki, Greece",40.6403167,22.9352716,US
perakash,"Delphi, Greece",38.4811538,22.50054857722284,US
perakash,"Athens, Greece",37.9839412,23.7283052,US
perakash,"Sofia, Bulgaria",42.6978634,23.3221789,US
perakash,"Rila, Bulgaria",42.18,23.58535,US
perakash,"Sofia, Bulgaria",42.6978634,23.3221789,US
perakash,"Athens, Greece",37.9839412,23.7283052,US
perakash,"Sofia, Bulgaria",42.6978634,23.3221789,US
perakash,"Sofia, Bulgaria",42.6978634,23.3221789,US
perakash,"Skopje, Republic of North Macedonia",41.9960924,21.4316495,US
bobn36,"Ottawa, Canada",45.421106,-75.690308,CA
bobn36,"North Hatley, Canada",45.275611,-71.972122,CA
bobn36,"Toronto, Canada",43.6534817,-79.3839347,CA
bobn36,"Toronto, Canada",43.6534817,-79.3839347,CA
bobn36,"Toronto, Canada",43.6534817,-79.3839347,CA
bobn36,"Tropea, Italy",38.675379,15.894792,CA
bobn36,"Tropea, Italy",38.675379,15.894792,CA
bobn36,"Tropea, Italy",38.675379,15.894792,CA
bobn36,"Sicily, Italy",37.587794,14.155048,CA
bobn36,"Sicily, Italy",37.587794,14.155048,CA
bobn36,"Sicily, Italy",37.587794,14.155048,CA
bobn36,"Sicily, Italy",37.587794,14.155048,CA
bobn36,"Matera, Italy",40.4476419,16.47357384028852,CA
bobn36,"Matera, Italy",40.4476419,16.47357384028852,CA
bobn36,"Villa San Giovanni, Italy",38.2201116,15.6373809,CA
bobn36,"Lecce, Italy",40.1522173,18.2260628338229,CA
bobn36,"Vieste, Italy",41.8827595,16.1791791,CA
bobn36,"Amalfi Coast, Italy",40.6275604,14.4907907,CA
bobn36,"Island of Capri, Italy",45.118845,7.331914,CA
bobn36,"Island of Capri, Italy",45.118845,7.331914,CA
bobn36,"Sorrento, Italy",40.624906,14.374836,CA
bobn36,"Sicily, Italy",37.587794,14.155048,CA
bobn36,"Sorrento, Italy",40.624906,14.374836,CA
bobn36,"Sorrento, Italy",40.624906,14.374836,CA
bobn36,"Sorrento, Italy",40.624906,14.374836,CA
bobn36,"Sorrento, Italy",40.624906,14.374836,CA
bobn36,"Montreal, Canada",45.4972159,-73.6103642,CA
bobn36,"Santorini, Greece",36.4071112,25.456663652707157,CA
bobn36,"Paros, Greece",37.0651048,25.1921674022054,CA
bobn36,"Paros, Greece",37.0651048,25.1921674022054,CA
bobn36,"Santorini, Greece",36.4071112,25.456663652707157,CA
bobn36,"Montreal, Canada",45.4972159,-73.6103642,CA
bobn36,"Paros, Greece",37.0651048,25.1921674022054,CA
bobn36,"Paros, Greece",37.0651048,25.1921674022054,CA
bobn36,"Paros, Greece",37.0651048,25.1921674022054,CA
bobn36,"Santorini, Greece",36.4071112,25.456663652707157,CA
bobn36,"Santorini, Greece",36.4071112,25.456663652707157,CA
bobn36,"Folegandros, Greece",36.62980355,24.914387929675,CA
bobn36,"Folegandros, Greece",36.62980355,24.914387929675,CA
bobn36,"Folegandros, Greece",36.62980355,24.914387929675,CA
bobn36,"Folegandros, Greece",36.62980355,24.914387929675,CA
bobn36,"Milos, Greece",36.70934405,24.506833813253667,CA
bobn36,"Milos, Greece",36.70934405,24.506833813253667,CA
bobn36,"Athens, Greece",37.9839412,23.7283052,CA
bobn36,"Athens, Greece",37.9839412,23.7283052,CA
bobn36,"Athens, Greece",37.9839412,23.7283052,CA
bobn36,"Saskatoon, Canada",52.131802,-106.660767,CA
bobn36,St. Thomas,49.4972,3.82019,CA
bobn36,St. Thomas,49.4972,3.82019,CA
bobn36,Antigua,17.086,-61.78629453333333,CA
bobn36,Antigua,17.086,-61.78629453333333,CA
bobn36,Antigua,17.086,-61.78629453333333,CA
bobn36,St. Lucia,13.8250489,-60.975036,CA
bobn36,St. Lucia,13.8250489,-60.975036,CA
bobn36,St. Lucia,13.8250489,-60.975036,CA
bobn36,Barbados,13.1500331,-59.5250305,CA
bobn36,Bonaire,12.167,-68.29096143734236,CA
bobn36,Bonaire,12.167,-68.29096143734236,CA
bobn36,Curaçao,12.1845,-68.9640875031406,CA
bobn36,Curaçao,12.1845,-68.9640875031406,CA
GerryD849,"Newcastle, Australia",-32.9192953,151.7795348,AU
GerryD849,"Newcastle, Australia",-32.9192953,151.7795348,AU
GerryD849,"Newcastle, Australia",-32.9192953,151.7795348,AU
GerryD849,"Newcastle, Australia",-32.9192953,151.7795348,AU
GerryD849,"Cartagena, Colombia",10.4195841,-75.5271224,AU
GerryD849,"Cartagena, Colombia",10.4195841,-75.5271224,AU
GerryD849,"Cartagena, Colombia",10.4195841,-75.5271224,AU
GerryD849,"Cartagena, Colombia",10.4195841,-75.5271224,AU
GerryD849,"Medellin, Colombia",6.2443382,-75.573553,AU
GerryD849,"Medellin, Colombia",6.2443382,-75.573553,AU
GerryD849,"Zipaquira, Colombia",5.0234748,-74.0039818,AU
GerryD849,"Bogota, Colombia",4.6533326,-74.083652,AU
GerryD849,"Bogota, Colombia",4.6533326,-74.083652,AU
GerryD849,"Bogota, Colombia",4.6533326,-74.083652,AU
GerryD849,"Bogota, Colombia",4.6533326,-74.083652,AU
DDF14,"Dunfanaghy, Ireland",55.1833879,-7.9717773,
DDF14,"Dunfanaghy, Ireland",55.1833879,-7.9717773,
DDF14,"Letterkenny, Ireland",54.9517933,-7.7354381,
DDF14,"Letterkenny, Ireland",54.9517933,-7.7354381,
DDF14,"Boa Island, United Kingdom",54.51735015,-7.830899176262494,
DDF14,"Kecskemet, Hungary",46.9080769,19.6928133,
DDF14,"Blacklion, Ireland",54.2915617,-7.8762017,
DDF14,"Kilrush, Ireland",52.6397222,-9.4833283,
DDF14,"Athens, Greece",37.9839412,23.7283052,
DDF14,"Athens, Greece",37.9839412,23.7283052,
DDF14,"Athens, Greece",37.9839412,23.7283052,
DDF14,"Sani, Greece",40.0952442,23.3118303,
DDF14,"Sani, Greece",40.0952442,23.3118303,
DDF14,"Sani, Greece",40.0952442,23.3118303,
DDF14,"Sani, Greece",40.0952442,23.3118303,
DDF14,"Sani, Greece",40.0952442,23.3118303,
DDF14,"Tullow, Ireland",52.803146,-6.7377301,
DDF14,"Tullow, Ireland",52.803146,-6.7377301,
DDF14,"Nice, France",43.7009358,7.2683912,
DDF14,"Nice, France",43.7009358,7.2683912,
DDF14,"Nice, France",43.7009358,7.2683912,
DDF14,"Nice, France",43.7009358,7.2683912,
DDF14,"Nice, France",43.7009358,7.2683912,
DDF14,"Westport, Ireland",53.8000645,-9.520218,
DDF14,"Mulranny, Ireland",53.9074074,-9.7701109,
DDF14,"Dunlough, Ireland",51.4834401,-9.8231322,
DDF14,"Westport, Ireland",53.8000645,-9.520218,
DDF14,"Skerries, Ireland",53.5806379,-6.1066867,
DDF14,"Skerries, Ireland",53.5806379,-6.1066867,
DDF14,"Clonakilty, Ireland",51.6229346,-8.8870112,
DDF14,"Goleen, Ireland",51.4950346,-9.7112645,
DDF14,"Goleen, Ireland",51.4950346,-9.7112645,
brittstuart,"Whitby, Canada",43.87982,-78.9421751,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Rome, Italy",41.8933203,12.4829321,CA
brittstuart,"Rome, Italy",41.8933203,12.4829321,CA
brittstuart,World,25.2528888,55.17696777178696,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Athens, Greece",37.9839412,23.7283052,CA
brittstuart,"Foresters Falls, Canada",45.6777429,-76.7824983,CA
MySeaBiscuit13,"Paris, France",48.8566969,2.3514616,US
MySeaBiscuit13,"Paris, France",48.8566969,2.3514616,US
MySeaBiscuit13,"Paris, France",48.8566969,2.3514616,US
MySeaBiscuit13,"Hydra, Greece",37.332093,23.46646349926514,US
MySeaBiscuit13,"Athens, Greece",37.9839412,23.7283052,US
MySeaBiscuit13,"Athens, Greece",37.9839412,23.7283052,US
MySeaBiscuit13,"Athens, Greece",37.9839412,23.7283052,US
MySeaBiscuit13,"Athens, Greece",37.9839412,23.7283052,US
MySeaBiscuit13,"Hydra, Greece",37.332093,23.46646349926514,US
MySeaBiscuit13,"Athens, Greece",37.9839412,23.7283052,US
