username,placeLocation,latitude,longitude,code,location
339josephm,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
339josephm,"Hyannis, Massachusetts",41.651513,-70.2825918,US,"Hyannis, Barnstable, Barnstable County, Massachusetts, 02601-5542, United States"
339josephm,"Plymouth, Massachusetts",41.9583799,-70.6673851,US,"Plymouth, Plymouth County, Massachusetts, United States"
339josephm,"Onset, Massachusetts",41.7417714,-70.6578104,US,"Onset, Wareham, Plymouth County, Massachusetts, 02588, United States"
339josephm,"Sandwich, Massachusetts",41.7579043,-70.4968152,US,"Sandwich, Barnstable County, Massachusetts, United States"
339josephm,"Hyannis, Massachusetts",41.651513,-70.2825918,US,"Hyannis, Barnstable, Barnstable County, Massachusetts, 02601-5542, United States"
339josephm,"Westford, Massachusetts",42.5792583,-71.4378411,US,"Westford, Middlesex County, Massachusetts, United States"
339josephm,"Troy, New York",40.7402557,-74.0055355,US,"Troy, 675, Hudson Street, Meatpacking District, Manhattan, New York County, New York, 10014, United States"
339josephm,"Troy, New York",40.7402557,-74.0055355,US,"Troy, 675, Hudson Street, Meatpacking District, Manhattan, New York County, New York, 10014, United States"
339josephm,"Northampton, Massachusetts",42.3178989,-72.6311006,US,"Northampton, Hampshire County, Massachusetts, United States"
339josephm,"Amherst, Massachusetts",42.3685658,-72.505714,US,"Amherst, Hampshire County, Massachusetts, United States"
339josephm,"Northampton, Massachusetts",42.3178989,-72.6311006,US,"Northampton, Hampshire County, Massachusetts, United States"
339josephm,"Forestdale, Massachusetts",41.6917744,-70.4994721,US,"Forestdale, Sandwich, Barnstable County, Massachusetts, 02644, United States"
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US,"St. Petersburg, Pinellas County, Florida, United States"
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US,"St. Petersburg, Pinellas County, Florida, United States"
339josephm,"St. Petersburg, Florida",27.7703796,-82.6695085,US,"St. Petersburg, Pinellas County, Florida, United States"
339josephm,"Chicopee, Massachusetts",42.1487691,-72.6071119,US,"Chicopee, Hampden County, Massachusetts, United States"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Killarney, Ireland",52.0595746,-9.505322,DE,"Killarney, Killarney Municipal District, County Kerry, Munster, V93 AYP9, Éire / Ireland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,World,25.2528888,55.17696777178696,DE,"العالم, دبي, الإمارات العربية المتحدة"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Athens, Greece",37.9839412,23.7283052,DE,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
presentfinder,"Vouliagmeni, Greece",37.8139557,23.7821394,DE,"Βουλιαγμένη, Κοινότητα Βουλιαγμένης, Δημοτική Ενότητα Βουλιαγμένης, Δήμος Βάρης - Βούλας - Βουλιαγμένης, Περιφερειακή Ενότητα Ανατολικής Αττικής, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 16671, Ελλάς"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE,"City of Edinburgh, Scotland, United Kingdom"
presentfinder,World,25.2528888,55.17696777178696,DE,"العالم, دبي, الإمارات العربية المتحدة"
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE,"City of Edinburgh, Scotland, United Kingdom"
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE,"City of Edinburgh, Scotland, United Kingdom"
presentfinder,"Edinburgh, United Kingdom",55.9533456,-3.1883749,DE,"City of Edinburgh, Scotland, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Glasgow, United Kingdom",55.8609825,-4.2488787,DE,"Glasgow, Glasgow City, Scotland, G2 9SN, United Kingdom"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Paris, France",48.8566969,2.3514616,DE,"Paris, Île-de-France, France métropolitaine, France"
presentfinder,"Paris, France",48.8566969,2.3514616,DE,"Paris, Île-de-France, France métropolitaine, France"
presentfinder,"Paris, France",48.8566969,2.3514616,DE,"Paris, Île-de-France, France métropolitaine, France"
presentfinder,"Paris, France",48.8566969,2.3514616,DE,"Paris, Île-de-France, France métropolitaine, France"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Hamburg, Germany",53.550341,10.000654,DE,"Hamburg, 20095, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Berlin, Germany",52.5170365,13.3888599,DE,"Berlin, 10117, Deutschland"
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE,"Virginia Beach, Virginia, United States"
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE,"Virginia Beach, Virginia, United States"
presentfinder,"Virginia Beach, Virginia",36.8529841,-75.9774183,DE,"Virginia Beach, Virginia, United States"
presentfinder,"Reykjavik, Iceland",64.145981,-21.9422367,DE,"Reykjavíkurborg, Höfuðborgarsvæðið, Ísland"
presentfinder,World,25.2528888,55.17696777178696,DE,"العالم, دبي, الإمارات العربية المتحدة"
presentfinder,"Selfoss, Iceland",63.9368093,-21.0035319,DE,"Selfoss, Sveitarfélagið Árborg, Suðurland, 800, Ísland"
presentfinder,"Selfoss, Iceland",63.9368093,-21.0035319,DE,"Selfoss, Sveitarfélagið Árborg, Suðurland, 800, Ísland"
Jelena2304,"Athens, Greece",37.9839412,23.7283052,,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Jelena2304,"Vravrona, Greece",37.936948,24.01302225768731,,"Beach Vravrona, Δήμος Σπάτων - Αρτέμιδος, Περιφερειακή Ενότητα Ανατολικής Αττικής, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Jelena2304,"Calella, Spain",41.6132925,2.6576102,,"Calella, Maresme, Barcelona, Catalunya, 08370, España"
Q3600ATjans,"Ponce Inlet, Florida",29.0963729,-80.9369983,,"Ponce Inlet, Volusia County, Florida, United States"
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Q3600ATjans,"Athens, Greece",37.9839412,23.7283052,,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US,"Kauaʻi, Kauaʻi County, Hawaii, United States"
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US,"Kauaʻi, Kauaʻi County, Hawaii, United States"
jdb01,"Kauai, Hawaii",22.050466550000003,-159.55876775017003,US,"Kauaʻi, Kauaʻi County, Hawaii, United States"
jdb01,"Breckenridge, Colorado",39.4829124,-106.0465486,US,"Breckenridge, Summit County, Colorado, 80424, United States"
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US,"Baltimore, Maryland, United States"
jdb01,"Alexandria, Virginia",38.8051095,-77.0470229,US,"Alexandria, Virginia, United States"
jdb01,"New York City, New York",40.7127281,-74.0060152,US,"New York, United States"
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US,"Baltimore, Maryland, United States"
jdb01,"Baltimore, Maryland",39.2908816,-76.610759,US,"Baltimore, Maryland, United States"
jdb01,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
jdb01,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
jdb01,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
jdb01,"Cancun, Mexico",21.1617854,-86.8510468,US,"Cancún, Benito Juárez, Quintana Roo, México"
jdb01,"Cancun, Mexico",21.1617854,-86.8510468,US,"Cancún, Benito Juárez, Quintana Roo, México"
jdb01,"Virginia Beach, Virginia",36.8529841,-75.9774183,US,"Virginia Beach, Virginia, United States"
jdb01,"Bossier City, Louisiana",32.5369356,-93.6952689,US,"Bossier City, Bossier Parish, Louisiana, United States"
jdb01,"Bossier City, Louisiana",32.5369356,-93.6952689,US,"Bossier City, Bossier Parish, Louisiana, United States"
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US,"Slidell, St. Tammany Parish, Louisiana, 70458, United States"
jdb01,"Maui, Hawaii",20.802956799999997,-156.31068331602177,US,"Maui, Maui County, Hawaii, United States"
jdb01,"Maui, Hawaii",20.802956799999997,-156.31068331602177,US,"Maui, Maui County, Hawaii, United States"
jdb01,"Maui, Hawaii",20.802956799999997,-156.31068331602177,US,"Maui, Maui County, Hawaii, United States"
jdb01,"Orlando, Florida",28.5421109,-81.3790304,US,"Orlando, Orange County, Florida, United States"
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US,"Slidell, St. Tammany Parish, Louisiana, 70458, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US,"Tulsa, Tulsa County, Oklahoma, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US,"Tulsa, Tulsa County, Oklahoma, United States"
jdb01,"Tulsa, Oklahoma",36.1556805,-95.9929113,US,"Tulsa, Tulsa County, Oklahoma, United States"
jdb01,"Oahu, Hawaii",21.48349555,-158.03640389298,US,"Oʻahu, Honolulu County, Hawaii, United States"
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US,"London, Greater London, England, United Kingdom"
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US,"London, Greater London, England, United Kingdom"
jdb01,"London, United Kingdom",51.5073219,-0.1276474,US,"London, Greater London, England, United Kingdom"
jdb01,"Oahu, Hawaii",21.48349555,-158.03640389298,US,"Oʻahu, Honolulu County, Hawaii, United States"
jdb01,"Pensacola, Florida",30.421309,-87.2169149,US,"Pensacola, Escambia County, Florida, United States"
jdb01,"Spanish Fort, Alabama",30.682923000000002,-87.8502062833901,US,"Spanish Fort, Baldwin County, Alabama, United States"
jdb01,"Theodore, Alabama",30.547295,-88.18020367595204,US,"Theodore, Mobile County, Alabama, 36582, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,"Key West, Florida",24.5625566,-81.7724368,US,"Key West, Monroe County, Florida, United States"
jdb01,St. Thomas,49.4972,3.82019,US,"Saint-Thomas, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France"
jdb01,St. Thomas,49.4972,3.82019,US,"Saint-Thomas, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France"
jdb01,St. Thomas,49.4972,3.82019,US,"Saint-Thomas, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France"
jdb01,St. Thomas,49.4972,3.82019,US,"Saint-Thomas, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France"
jdb01,St. Thomas,49.4972,3.82019,US,"Saint-Thomas, Laon, Aisne, Hauts-de-France, France métropolitaine, 02820, France"
jdb01,"Weston, Florida",26.1003392,-80.399513,US,"Weston, Broward County, Florida, United States"
jdb01,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
jdb01,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"New Orleans, Louisiana",29.9499323,-90.0701156,US,"New Orleans, Orleans Parish, Louisiana, United States"
jdb01,"Slidell, Louisiana",30.2751945,-89.7811745,US,"Slidell, St. Tammany Parish, Louisiana, 70458, United States"
jdb01,"Asheville, North Carolina",35.6009498,-82.5540161,US,"Asheville, Buncombe County, North Carolina, United States"
jdb01,"Asheville, North Carolina",35.6009498,-82.5540161,US,"Asheville, Buncombe County, North Carolina, United States"
brandreth16,World,25.2528888,55.17696777178696,GB,"العالم, دبي, الإمارات العربية المتحدة"
Travelogo,"Borrowdale, United Kingdom",54.52747,-3.1550718,GB,"Borrowdale, Rosthwaite, Allerdale, Cumbria, North West England, England, CA12 5XJ, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Penrith, United Kingdom",54.6639133,-2.7522047,GB,"Penrith, Cumbria, North West England, England, United Kingdom"
Travelogo,"Keswick, United Kingdom",54.6009281,-3.137609,GB,"Keswick, Allerdale, Cumbria, North West England, England, United Kingdom"
Travelogo,"Lake District, United Kingdom",51.75054435,-0.34982631513452894,GB,"Verulamium Lake, St Stephens, St Albans, Hertfordshire, East of England, England, United Kingdom"
Travelogo,World,25.2528888,55.17696777178696,GB,"العالم, دبي, الإمارات العربية المتحدة"
Travelogo,"Dubai, United Arab Emirates",25.074282349999997,55.18853865430702,GB,"دبي, الإمارات العربية المتحدة"
Travelogo,"Dubai, United Arab Emirates",25.074282349999997,55.18853865430702,GB,"دبي, الإمارات العربية المتحدة"
